dispute_id,transaction_id,transaction_amount_inr,days_since_transaction,dispute_reason_code,merchant_category,customer_account_age_days,previous_dispute_count,delivery_proof_available,tracking_number_valid,signature_confirmation,delivery_confirmed_before_dispute,avs_match,cvv_match,ip_device_match,customer_account_age_norm,customer_communication_count,customer_communication_sentiment,refund_policy_disclosed_at_purchase,product_photos_available,duplicate_transaction_exists,refund_already_processed,refund_processed_before_dispute,subscription_cancellation_confirmed,evidence_completeness_score,win_probability_true,won
DSP105651,TXN205651,1604.2,108,item_not_received,electronics,694,0.0,0,0,0,1,1,0,0,0.347,2.0,-0.35,0,0,0,0,1,0,0.167,0.0058,0
DSP105652,TXN205652,1929.0,110,not_as_described,travel,1223,1.0,0,0,1,1,1,0,1,0.6115,1.0,-0.12,1,0,0,0,0,0,0.333,0.4481,0
DSP105653,TXN205653,227.64,86,item_not_received,electronics,789,2.0,1,0,0,0,0,1,0,0.3945,0.0,0.9,1,0,1,0,0,1,0.417,0.1991,0
DSP105654,TXN205654,1131.57,23,item_not_received,electronics,1452,0.0,0,1,0,0,1,0,0,0.726,2.0,-0.28,0,0,0,0,0,0,0.167,0.1187,0
DSP105655,TXN205655,632.34,18,fraud,retail,789,1.0,0,1,0,0,0,0,1,0.3945,1.0,-0.54,1,1,1,0,0,0,0.417,0.0144,0
DSP105656,TXN205656,2285.13,115,credit_not_processed,travel,1179,0.0,1,0,0,1,0,0,0,0.5895,2.0,0.17,1,0,1,0,1,0,0.333,0.4473,0
DSP105657,TXN205657,1024.91,105,credit_not_processed,subscription,1123,0.0,0,1,0,0,0,0,0,0.5615,3.0,0.63,0,0,1,1,1,0,0.333,0.7809,1
DSP105658,TXN205658,1235.42,106,fraud,food_delivery,506,0.0,0,0,0,1,0,1,1,0.253,1.0,-0.67,1,0,1,0,0,1,0.417,0.5396,0
DSP105659,TXN205659,635.91,78,duplicate_charge,retail,121,0.0,0,0,0,0,1,0,0,0.0605,0.0,0.26,0,1,1,0,0,0,0.25,0.8222,1
DSP105660,TXN205660,7514.94,103,item_not_received,travel,441,1.0,0,1,0,0,0,1,0,0.2205,0.0,0.17,1,1,0,1,0,0,0.417,0.1403,0
DSP105661,TXN205661,371.08,60,fraud,travel,1558,0.0,0,0,0,0,0,0,0,0.779,1.0,-0.45,0,0,0,0,0,1,0.083,0.1924,0
DSP105662,TXN205662,898.09,20,not_as_described,subscription,1494,0.0,0,0,0,0,1,0,0,0.747,0.0,-0.62,1,0,0,0,1,1,0.333,0.027,0
DSP105663,TXN205663,1491.59,31,fraud,food_delivery,245,0.0,0,0,0,1,0,0,1,0.1225,1.0,0.1,0,0,0,0,0,0,0.083,0.0125,0
DSP105664,TXN205664,1041.73,103,fraud,retail,768,2.0,0,0,1,1,1,1,0,0.384,3.0,-0.44,0,1,0,0,1,0,0.417,0.0986,0
DSP105665,TXN205665,623.95,78,duplicate_charge,retail,1626,1.0,1,0,1,1,1,0,0,0.813,3.0,-0.13,1,0,0,0,0,1,0.417,0.2058,0
DSP105666,TXN205666,218.83,120,item_not_received,digital_goods,1614,0.0,0,0,0,0,1,0,0,0.807,1.0,0.63,1,0,1,0,0,0,0.25,0.0335,0
DSP105667,TXN205667,670.81,108,credit_not_processed,retail,34,0.0,1,0,0,0,0,0,0,0.017,1.0,0.1,1,1,0,0,0,0,0.25,0.098,0
DSP105668,TXN205668,513.17,92,not_as_described,electronics,1572,0.0,0,1,0,0,1,1,0,0.786,4.0,-0.17,1,0,0,0,0,0,0.333,0.2336,0
DSP105669,TXN205669,7181.22,5,credit_not_processed,digital_goods,1574,0.0,1,0,0,0,0,1,0,0.787,2.0,1.0,1,0,1,0,0,0,0.333,0.0288,0
DSP105670,TXN205670,12896.3,23,not_as_described,food_delivery,232,2.0,0,0,0,0,0,0,1,0.116,2.0,0.2,0,0,0,1,0,0,0.167,0.0346,0
DSP105671,TXN205671,1273.1,46,credit_not_processed,retail,710,0.0,0,0,1,0,0,0,0,0.355,0.0,-0.32,1,0,0,0,0,0,0.167,0.1034,0
DSP105672,TXN205672,328.73,5,item_not_received,travel,107,2.0,0,0,0,0,1,1,1,0.0535,1.0,0.28,0,1,0,0,0,0,0.333,0.1026,1
DSP105673,TXN205673,2801.87,113,not_as_described,electronics,1311,1.0,1,0,0,0,1,0,0,0.6555,5.0,0.51,1,0,0,0,1,0,0.333,0.0455,0
DSP105674,TXN205674,502.16,28,not_as_described,food_delivery,1723,0.0,1,0,1,0,0,1,0,0.8615,0.0,0.31,1,1,0,0,0,1,0.5,0.2297,1
DSP105675,TXN205675,773.43,46,credit_not_processed,digital_goods,358,0.0,0,0,0,0,0,1,0,0.179,2.0,0.48,1,0,0,0,0,1,0.25,0.0318,0
DSP105676,TXN205676,714.19,81,fraud,subscription,703,0.0,0,0,0,0,1,0,1,0.3515,1.0,0.59,0,0,0,0,0,0,0.167,0.1377,0
DSP105677,TXN205677,812.0,5,not_as_described,food_delivery,1074,0.0,0,0,1,0,0,1,0,0.537,0.0,-0.09,0,1,0,0,0,0,0.25,0.007,0
DSP105678,TXN205678,939.44,77,duplicate_charge,digital_goods,144,2.0,0,1,0,0,0,1,0,0.072,0.0,0.67,0,0,0,0,1,0,0.25,0.1407,0
DSP105679,TXN205679,360.14,13,item_not_received,electronics,598,0.0,0,0,0,0,1,0,0,0.299,1.0,0.77,1,0,1,0,1,1,0.417,0.0416,0
DSP105680,TXN205680,663.8,109,credit_not_processed,electronics,434,0.0,0,1,1,0,1,1,0,0.217,0.0,0.1,1,1,1,0,0,0,0.583,0.0329,0
DSP105681,TXN205681,3714.3,83,item_not_received,food_delivery,7,0.0,0,1,0,1,0,1,0,0.0035,2.0,1.0,0,0,0,0,0,1,0.25,0.1121,0
DSP105682,TXN205682,1295.23,41,fraud,retail,1336,1.0,0,0,0,0,0,0,0,0.668,1.0,-0.21,1,1,0,0,0,0,0.167,0.0071,0
DSP105683,TXN205683,1518.25,85,not_as_described,travel,1450,1.0,1,0,0,0,1,0,0,0.725,1.0,-0.17,1,0,0,0,0,0,0.25,0.0132,0
DSP105684,TXN205684,143.7,38,item_not_received,food_delivery,161,0.0,0,0,1,1,1,1,1,0.0805,2.0,-0.65,1,0,0,0,0,0,0.417,0.0064,0
DSP105685,TXN205685,3455.71,14,fraud,electronics,262,1.0,0,0,0,0,0,1,1,0.131,2.0,0.04,1,0,0,0,0,0,0.25,0.215,0
DSP105686,TXN205686,674.84,2,fraud,subscription,141,0.0,1,0,0,0,1,1,1,0.0705,2.0,-0.26,1,1,0,0,0,0,0.5,0.8079,1
DSP105687,TXN205687,4121.48,27,fraud,digital_goods,1879,0.0,0,1,0,1,0,0,1,0.9395,2.0,-0.25,0,0,0,0,0,0,0.167,0.0513,0
DSP105688,TXN205688,1562.86,85,duplicate_charge,food_delivery,1139,0.0,1,0,0,0,1,0,0,0.5695,3.0,0.29,0,0,0,0,0,0,0.167,0.0934,0
DSP105689,TXN205689,763.53,68,credit_not_processed,digital_goods,1087,0.0,0,0,0,0,0,0,1,0.5435,3.0,-0.32,0,0,0,0,0,1,0.167,0.0574,0
DSP105690,TXN205690,250.19,33,not_as_described,travel,172,0.0,0,1,0,0,1,1,1,0.086,2.0,-0.22,1,0,1,1,0,1,0.667,0.0181,0
DSP105691,TXN205691,11788.1,83,fraud,food_delivery,3,1.0,0,0,0,0,0,1,0,0.0015,3.0,0.66,0,0,1,0,1,1,0.333,0.0858,0
DSP105692,TXN205692,2990.65,47,not_as_described,food_delivery,1856,0.0,0,1,0,0,0,1,1,0.928,2.0,-0.57,0,1,1,0,0,1,0.5,0.0041,0
DSP105693,TXN205693,3175.04,19,credit_not_processed,travel,1889,0.0,0,0,1,1,0,1,0,0.9445,2.0,0.55,1,0,1,0,0,0,0.333,0.0327,0
DSP105694,TXN205694,8257.09,82,duplicate_charge,travel,1089,1.0,0,0,0,0,1,0,1,0.5445,1.0,1.0,1,1,0,0,0,0,0.333,0.078,0
DSP105695,TXN205695,1675.87,55,item_not_received,subscription,265,0.0,1,0,0,0,0,1,0,0.1325,6.0,0.77,1,0,0,1,0,0,0.333,0.1593,0
DSP105696,TXN205696,5179.17,80,fraud,food_delivery,59,0.0,1,0,1,0,0,1,0,0.0295,5.0,-0.35,0,0,0,0,0,0,0.25,0.3153,1
DSP105697,TXN205697,830.0,68,credit_not_processed,retail,1667,0.0,0,1,0,0,0,0,0,0.8335,3.0,-0.83,1,0,0,1,0,0,0.25,0.5345,1
DSP105698,TXN205698,2800.57,13,credit_not_processed,subscription,1057,0.0,0,1,0,1,1,0,1,0.5285,1.0,-0.18,0,0,0,0,0,0,0.25,0.0359,0
DSP105699,TXN205699,713.3,6,fraud,food_delivery,658,1.0,0,0,0,0,1,0,1,0.329,0.0,-0.25,1,0,0,0,0,0,0.25,0.1254,0
DSP105700,TXN205700,809.28,13,credit_not_processed,subscription,24,0.0,0,0,0,0,1,1,0,0.012,0.0,-0.94,1,1,0,0,0,0,0.333,0.0759,0
DSP105701,TXN205701,1475.87,27,fraud,subscription,1136,1.0,0,1,1,0,0,1,0,0.568,3.0,-0.47,1,0,0,0,0,0,0.333,0.0519,0
DSP105702,TXN205702,377.13,27,fraud,digital_goods,1756,0.0,0,0,1,0,1,1,0,0.878,0.0,-0.15,1,1,1,1,0,1,0.667,0.1994,0
DSP105703,TXN205703,1862.03,111,duplicate_charge,electronics,1671,0.0,0,0,0,0,0,0,0,0.8355,2.0,0.34,0,0,0,1,0,0,0.083,0.133,0
DSP105704,TXN205704,980.48,94,not_as_described,electronics,1462,0.0,1,0,0,0,0,0,0,0.731,2.0,0.13,0,0,1,0,0,0,0.167,0.0303,0
DSP105705,TXN205705,183.54,106,item_not_received,retail,100,0.0,0,1,1,0,1,1,0,0.05,1.0,-0.05,1,0,1,0,0,0,0.5,0.2972,0
DSP105706,TXN205706,847.54,57,credit_not_processed,digital_goods,1513,0.0,0,1,0,0,0,0,0,0.7565,1.0,0.31,0,0,0,0,0,0,0.083,0.026,0
DSP105707,TXN205707,948.56,39,credit_not_processed,digital_goods,1360,0.0,1,0,0,0,1,1,1,0.68,0.0,0.06,1,1,0,0,0,0,0.5,0.0824,0
DSP105708,TXN205708,3142.7,49,fraud,electronics,1678,1.0,0,0,0,0,1,0,0,0.839,2.0,-0.08,1,0,1,0,0,1,0.333,0.1115,1
DSP105709,TXN205709,1781.48,105,not_as_described,electronics,297,1.0,0,0,0,0,0,0,0,0.1485,3.0,-0.95,1,1,1,1,0,0,0.333,0.4646,0
DSP105710,TXN205710,5695.73,43,duplicate_charge,digital_goods,1724,0.0,0,0,0,0,0,1,1,0.862,1.0,-0.39,1,1,0,1,0,0,0.417,0.1064,0
DSP105711,TXN205711,2253.21,76,not_as_described,food_delivery,1432,0.0,0,0,0,0,1,1,0,0.716,1.0,0.09,0,0,0,1,0,0,0.25,0.1773,0
DSP105712,TXN205712,769.73,18,subscription_cancelled,digital_goods,1529,0.0,1,0,0,0,0,0,0,0.7645,0.0,-0.78,1,1,0,0,0,0,0.25,0.0199,0
DSP105713,TXN205713,1263.5,118,duplicate_charge,retail,321,0.0,0,0,0,0,0,0,0,0.1605,2.0,0.55,1,0,1,0,0,1,0.25,0.7556,0
DSP105714,TXN205714,945.73,78,fraud,digital_goods,1710,0.0,1,0,0,0,0,0,0,0.855,1.0,0.05,0,1,0,0,0,0,0.167,0.059,0
DSP105715,TXN205715,2181.95,116,fraud,retail,43,1.0,0,0,1,0,1,0,0,0.0215,4.0,0.96,0,1,0,0,0,0,0.25,0.061,0
DSP105716,TXN205716,1422.0,36,credit_not_processed,electronics,445,0.0,1,0,0,0,1,1,1,0.2225,1.0,0.09,0,0,1,0,0,0,0.417,0.0322,0
DSP105717,TXN205717,714.4,75,subscription_cancelled,subscription,310,1.0,1,0,1,0,1,0,0,0.155,0.0,0.22,1,0,1,0,0,1,0.5,0.2618,1
DSP105718,TXN205718,1351.0,33,fraud,digital_goods,463,2.0,1,0,0,0,1,0,0,0.2315,0.0,-0.54,1,0,1,0,1,0,0.417,0.0316,0
DSP105719,TXN205719,2124.26,57,fraud,food_delivery,1251,0.0,0,0,1,0,1,1,1,0.6255,2.0,0.74,0,1,0,0,0,0,0.417,0.773,1
DSP105720,TXN205720,489.59,39,duplicate_charge,digital_goods,1850,3.0,1,0,0,0,0,0,0,0.925,2.0,0.27,1,0,0,0,0,0,0.167,0.0888,0
DSP105721,TXN205721,1839.06,18,fraud,food_delivery,1971,0.0,0,0,0,0,0,0,1,0.9855,0.0,0.01,1,0,0,1,0,0,0.25,0.0292,0
DSP105722,TXN205722,276.25,54,fraud,electronics,217,0.0,0,1,0,0,1,1,0,0.1085,1.0,0.31,0,1,1,0,1,0,0.5,0.1403,0
DSP105723,TXN205723,4046.35,64,credit_not_processed,electronics,1940,0.0,1,0,0,0,0,0,0,0.97,1.0,-0.02,0,0,0,0,0,0,0.083,0.0245,0
DSP105724,TXN205724,2269.2,19,credit_not_processed,subscription,218,0.0,0,1,0,0,1,0,1,0.109,3.0,-0.44,1,0,0,1,0,1,0.5,0.5707,1
DSP105725,TXN205725,6831.39,48,credit_not_processed,digital_goods,1491,1.0,0,0,0,0,0,1,0,0.7455,2.0,-0.3,1,0,0,0,0,0,0.167,0.0257,0
DSP105726,TXN205726,438.52,12,not_as_described,digital_goods,367,1.0,1,0,0,0,0,1,0,0.1835,0.0,0.14,0,0,0,1,0,0,0.25,0.2448,1
DSP105727,TXN205727,4160.75,78,item_not_received,retail,1649,1.0,1,1,0,0,1,0,1,0.8245,3.0,0.85,1,1,0,0,0,0,0.5,0.4057,1
DSP105728,TXN205728,3414.48,38,credit_not_processed,retail,698,1.0,0,0,0,0,0,0,0,0.349,1.0,-0.26,0,0,0,0,0,0,0.0,0.0906,0
DSP105729,TXN205729,1116.29,11,item_not_received,food_delivery,1747,0.0,1,1,1,0,1,0,0,0.8735,3.0,0.36,1,1,0,0,1,0,0.583,0.9078,0
DSP105730,TXN205730,919.06,62,item_not_received,food_delivery,1083,1.0,0,1,0,0,1,0,0,0.5415,1.0,-0.5,1,0,1,0,1,0,0.417,0.3822,0
DSP105731,TXN205731,452.53,101,credit_not_processed,electronics,1056,0.0,0,1,1,1,0,1,0,0.528,2.0,0.28,0,1,0,0,1,0,0.417,0.3032,0
DSP105732,TXN205732,348.69,119,duplicate_charge,retail,881,0.0,0,1,0,0,0,1,0,0.4405,0.0,0.24,1,1,0,0,0,0,0.333,0.1002,0
DSP105733,TXN205733,631.92,117,credit_not_processed,digital_goods,457,2.0,0,0,0,1,1,1,1,0.2285,2.0,-0.37,1,0,0,0,0,1,0.417,0.016,0
DSP105734,TXN205734,381.54,21,fraud,subscription,1030,0.0,0,0,0,1,1,1,1,0.515,1.0,0.29,0,0,0,0,1,0,0.333,0.859,1
DSP105735,TXN205735,6605.93,26,subscription_cancelled,subscription,1322,0.0,0,1,0,0,0,1,0,0.661,5.0,-0.67,0,0,0,0,0,0,0.167,0.0419,0
DSP105736,TXN205736,298.25,108,not_as_described,travel,280,0.0,1,1,0,0,1,0,0,0.14,1.0,-0.01,0,1,0,0,1,0,0.417,0.1131,0
DSP105737,TXN205737,1554.48,76,not_as_described,retail,283,0.0,1,0,0,0,0,0,0,0.1415,3.0,-0.14,1,0,1,0,0,0,0.25,0.0229,0
DSP105738,TXN205738,2070.83,66,credit_not_processed,travel,854,0.0,0,1,0,0,0,0,0,0.427,3.0,0.64,0,1,0,0,0,0,0.167,0.0645,0
DSP105739,TXN205739,1915.05,97,item_not_received,digital_goods,1664,0.0,0,0,0,1,0,0,0,0.832,1.0,-0.15,0,0,0,0,0,1,0.083,0.0089,0
DSP105740,TXN205740,2090.77,8,duplicate_charge,food_delivery,706,2.0,0,0,0,0,0,0,0,0.353,2.0,0.63,0,0,0,0,0,0,0.0,0.0912,0
DSP105741,TXN205741,3450.93,67,not_as_described,electronics,824,0.0,0,0,0,0,0,0,0,0.412,1.0,0.62,1,0,0,1,0,0,0.167,0.1574,0
DSP105742,TXN205742,857.55,69,credit_not_processed,digital_goods,1918,0.0,0,1,0,0,1,1,0,0.959,2.0,1.0,1,0,1,0,1,0,0.5,0.1645,0
DSP105743,TXN205743,1461.99,113,credit_not_processed,retail,532,0.0,0,1,0,0,0,1,1,0.266,0.0,-1.0,0,0,0,1,0,0,0.333,0.1933,0
DSP105744,TXN205744,998.68,57,duplicate_charge,subscription,733,0.0,1,1,0,1,1,1,1,0.3665,3.0,0.14,1,0,1,0,1,1,0.75,0.8162,0
DSP105745,TXN205745,4927.2,62,fraud,retail,1686,0.0,1,0,0,0,1,1,0,0.843,3.0,0.68,0,0,0,0,0,1,0.333,0.4461,1
DSP105746,TXN205746,10936.55,97,fraud,electronics,1036,0.0,0,0,0,0,1,0,1,0.518,0.0,0.2,1,0,1,1,0,0,0.417,0.2364,0
DSP105747,TXN205747,405.88,33,subscription_cancelled,subscription,222,1.0,0,0,0,1,0,0,1,0.111,0.0,0.01,1,1,0,0,0,0,0.25,0.0861,1
DSP105748,TXN205748,175.72,9,subscription_cancelled,travel,429,1.0,1,0,0,0,1,0,1,0.2145,2.0,0.23,1,1,1,0,0,0,0.5,0.0144,0
DSP105749,TXN205749,2366.42,57,subscription_cancelled,travel,1949,1.0,0,0,1,0,0,1,0,0.9745,3.0,-0.35,1,0,0,0,0,0,0.25,0.0644,0
DSP105750,TXN205750,3906.41,74,fraud,travel,1621,1.0,0,0,0,1,0,0,0,0.8105,0.0,0.81,0,0,1,0,0,0,0.083,0.0026,0
DSP105751,TXN205751,9480.36,59,item_not_received,travel,1900,0.0,1,1,0,0,1,0,0,0.95,0.0,-0.04,0,0,0,1,0,0,0.333,0.0658,0
DSP105752,TXN205752,2801.44,85,duplicate_charge,electronics,960,1.0,1,0,0,0,0,1,0,0.48,1.0,-0.17,0,0,0,1,0,0,0.25,0.1112,0
DSP105753,TXN205753,5408.79,31,duplicate_charge,subscription,1217,0.0,1,0,0,0,0,1,0,0.6085,2.0,-1.0,0,0,0,0,1,0,0.25,0.1168,0
DSP105754,TXN205754,7044.91,2,fraud,digital_goods,275,0.0,0,1,0,1,1,1,0,0.1375,3.0,0.39,1,1,0,1,0,0,0.5,0.1626,0
DSP105755,TXN205755,5795.16,95,not_as_described,digital_goods,1424,1.0,1,1,0,0,0,0,1,0.712,3.0,-0.65,0,1,0,0,0,1,0.417,0.0503,0
DSP105756,TXN205756,3232.98,103,fraud,food_delivery,1139,0.0,1,1,0,0,0,0,1,0.5695,1.0,0.73,1,0,0,0,0,1,0.417,0.0206,0
DSP105757,TXN205757,371.59,75,item_not_received,food_delivery,74,1.0,1,0,0,0,0,0,0,0.037,2.0,0.53,1,0,1,0,0,0,0.25,0.1402,0
DSP105758,TXN205758,1328.28,38,item_not_received,subscription,1694,0.0,0,0,0,0,1,0,0,0.847,2.0,-0.1,1,0,0,0,0,1,0.25,0.1192,1
DSP105759,TXN205759,1808.11,45,fraud,digital_goods,874,0.0,0,0,0,1,0,1,0,0.437,2.0,-1.0,1,0,0,0,1,1,0.333,0.3482,0
DSP105760,TXN205760,1212.2,58,fraud,travel,1986,0.0,0,0,0,0,0,1,0,0.993,1.0,-0.37,1,0,1,0,0,0,0.25,0.1194,0
DSP105761,TXN205761,1289.35,51,credit_not_processed,retail,1769,0.0,1,1,0,0,1,0,0,0.8845,1.0,0.08,1,0,0,0,1,1,0.5,0.1584,0
DSP105762,TXN205762,6420.35,27,duplicate_charge,travel,840,0.0,0,0,0,0,1,1,0,0.42,1.0,0.04,0,0,0,0,0,0,0.167,0.0873,0
DSP105763,TXN205763,628.39,45,subscription_cancelled,subscription,23,0.0,0,0,0,0,1,1,0,0.0115,2.0,-0.35,0,0,0,1,0,0,0.25,0.0267,0
DSP105764,TXN205764,2978.13,36,item_not_received,digital_goods,293,0.0,1,1,0,0,0,1,1,0.1465,0.0,0.79,1,0,1,0,0,0,0.5,0.3995,1
DSP105765,TXN205765,1838.02,54,item_not_received,digital_goods,581,0.0,0,0,0,0,1,0,1,0.2905,1.0,-0.46,0,0,1,0,0,0,0.25,0.0411,0
DSP105766,TXN205766,568.2,46,item_not_received,travel,595,0.0,0,0,0,0,0,0,0,0.2975,1.0,-1.0,0,0,0,1,1,0,0.167,0.0504,0
DSP105767,TXN205767,456.41,64,not_as_described,electronics,707,1.0,1,0,0,0,0,1,1,0.3535,5.0,0.38,1,0,0,1,1,0,0.5,0.057,0
DSP105768,TXN205768,244.37,97,item_not_received,food_delivery,1910,2.0,0,0,0,0,0,0,0,0.955,1.0,0.36,1,0,0,0,0,0,0.083,0.0133,0
DSP105769,TXN205769,2176.73,40,duplicate_charge,electronics,1350,0.0,0,1,1,1,1,0,1,0.675,2.0,-0.13,0,1,0,0,0,0,0.417,0.1388,0
DSP105770,TXN205770,1257.34,7,credit_not_processed,retail,382,1.0,0,1,0,0,0,0,0,0.191,3.0,-0.12,0,0,0,0,0,1,0.167,0.0351,0
DSP105771,TXN205771,586.53,99,credit_not_processed,electronics,1409,1.0,0,0,1,1,1,1,1,0.7045,3.0,-0.1,0,0,1,0,0,0,0.417,0.0315,0
DSP105772,TXN205772,205.18,23,item_not_received,retail,113,1.0,0,0,0,1,1,0,1,0.0565,2.0,-0.19,1,0,0,0,0,0,0.25,0.0157,0
DSP105773,TXN205773,2064.64,112,not_as_described,digital_goods,130,0.0,0,0,0,1,1,1,1,0.065,1.0,0.41,0,0,0,0,0,1,0.333,0.3435,0
DSP105774,TXN205774,1125.83,64,item_not_received,travel,1288,1.0,1,0,0,0,0,0,0,0.644,1.0,0.08,1,1,0,0,0,0,0.25,0.0585,0
DSP105775,TXN205775,656.1,63,fraud,digital_goods,435,0.0,0,0,0,0,0,1,0,0.2175,2.0,-0.38,1,0,0,0,0,0,0.167,0.0771,0
DSP105776,TXN205776,510.79,50,duplicate_charge,electronics,874,1.0,0,1,0,0,0,0,0,0.437,0.0,0.46,0,0,0,0,1,0,0.167,0.0848,0
DSP105777,TXN205777,1055.14,86,not_as_described,electronics,1650,0.0,1,1,1,1,0,0,0,0.825,1.0,0.64,1,0,1,0,0,1,0.5,0.2628,0
DSP105778,TXN205778,2143.07,79,duplicate_charge,food_delivery,777,0.0,0,0,0,0,1,0,0,0.3885,4.0,0.05,1,0,0,0,0,0,0.167,0.0995,0
DSP105779,TXN205779,962.96,112,fraud,travel,383,0.0,0,1,0,0,0,0,0,0.1915,0.0,-0.01,0,0,0,0,0,0,0.083,0.0312,0
DSP105780,TXN205780,408.08,2,subscription_cancelled,subscription,1998,0.0,0,0,1,0,1,0,0,0.999,0.0,0.51,1,0,0,0,0,0,0.25,0.0414,0
DSP105781,TXN205781,1263.8,24,subscription_cancelled,subscription,573,0.0,0,1,0,0,0,1,0,0.2865,2.0,0.88,1,0,1,0,0,0,0.333,0.113,0
DSP105782,TXN205782,3810.62,34,item_not_received,travel,1317,0.0,1,0,0,1,1,0,0,0.6585,2.0,-0.21,1,1,0,0,1,0,0.417,0.0193,0
DSP105783,TXN205783,1394.47,23,credit_not_processed,subscription,324,0.0,0,0,0,0,0,0,0,0.162,1.0,0.02,1,0,0,0,0,1,0.167,0.0293,0
DSP105784,TXN205784,1434.29,114,item_not_received,digital_goods,324,0.0,0,1,0,0,0,1,1,0.162,1.0,0.06,1,1,0,0,0,0,0.417,0.3053,0
DSP105785,TXN205785,967.13,9,duplicate_charge,digital_goods,1508,0.0,0,1,0,0,1,1,0,0.754,2.0,-0.09,0,0,0,0,0,0,0.25,0.097,0
DSP105786,TXN205786,550.23,15,credit_not_processed,retail,1795,0.0,0,1,1,0,0,0,1,0.8975,0.0,0.07,1,0,0,1,0,0,0.417,0.5965,1
DSP105787,TXN205787,532.24,54,credit_not_processed,retail,54,1.0,1,0,0,0,0,0,1,0.027,0.0,1.0,1,0,0,0,1,0,0.333,0.2271,0
DSP105788,TXN205788,254.21,32,credit_not_processed,digital_goods,1950,0.0,0,1,0,0,1,0,0,0.975,0.0,-0.17,0,1,1,0,0,0,0.333,0.0822,0
DSP105789,TXN205789,4364.36,40,item_not_received,food_delivery,603,2.0,0,0,0,0,0,1,0,0.3015,1.0,0.56,1,1,0,0,0,0,0.25,0.1344,0
DSP105790,TXN205790,2126.97,73,credit_not_processed,electronics,1972,0.0,1,0,0,0,1,1,1,0.986,0.0,-0.4,0,0,1,0,0,0,0.417,0.0687,0
DSP105791,TXN205791,1454.6,68,duplicate_charge,food_delivery,1064,0.0,0,1,0,0,1,0,1,0.532,1.0,-0.2,0,1,0,0,1,0,0.417,0.0573,0
DSP105792,TXN205792,1800.07,104,fraud,travel,1531,0.0,1,1,0,0,0,0,0,0.7655,5.0,-1.0,0,1,1,0,0,0,0.333,0.0494,0
DSP105793,TXN205793,1880.94,55,fraud,digital_goods,12,1.0,0,1,0,0,0,0,0,0.006,3.0,-0.01,0,0,0,1,1,0,0.25,0.0077,0
DSP105794,TXN205794,642.56,113,duplicate_charge,retail,315,0.0,1,0,0,0,0,1,1,0.1575,0.0,-0.67,0,0,0,0,0,0,0.25,0.1753,0
DSP105795,TXN205795,967.52,23,not_as_described,food_delivery,1907,0.0,0,0,0,0,0,1,0,0.9535,4.0,0.12,1,0,0,1,0,0,0.25,0.0105,0
DSP105796,TXN205796,833.63,24,not_as_described,retail,329,0.0,1,0,1,0,0,1,0,0.1645,1.0,-0.18,1,0,0,0,0,0,0.333,0.1741,1
DSP105797,TXN205797,16505.09,47,credit_not_processed,subscription,1738,0.0,0,0,0,0,1,0,0,0.869,0.0,-0.81,0,0,0,0,0,1,0.167,0.0662,0
DSP105798,TXN205798,3715.25,15,not_as_described,travel,236,0.0,1,0,0,0,0,0,0,0.118,0.0,-0.06,0,1,0,1,0,1,0.333,0.0602,0
DSP105799,TXN205799,1584.28,4,item_not_received,travel,1294,0.0,1,0,0,0,1,0,0,0.647,2.0,-0.15,1,0,1,0,0,0,0.333,0.2461,0
DSP105800,TXN205800,5250.0,45,item_not_received,retail,743,0.0,1,0,0,0,0,1,0,0.3715,2.0,1.0,0,0,0,0,0,0,0.167,0.123,0
DSP105801,TXN205801,4627.11,65,not_as_described,digital_goods,878,0.0,0,0,0,0,0,0,0,0.439,1.0,0.12,0,0,0,0,0,0,0.0,0.0517,0
DSP105802,TXN205802,336.8,34,duplicate_charge,retail,1421,0.0,0,0,0,0,1,0,0,0.7105,2.0,-0.65,0,0,0,0,0,0,0.083,0.0712,0
DSP105803,TXN205803,1071.86,33,not_as_described,subscription,310,0.0,0,1,0,0,0,0,0,0.155,1.0,0.18,1,0,0,1,0,0,0.25,0.2083,0
DSP105804,TXN205804,1317.74,12,not_as_described,travel,688,0.0,0,1,0,0,1,0,0,0.344,1.0,0.23,0,0,1,0,0,0,0.25,0.291,1
DSP105805,TXN205805,2468.9,14,duplicate_charge,subscription,1107,0.0,0,0,0,0,0,1,0,0.5535,2.0,-0.21,1,0,1,0,0,0,0.25,0.7561,0
DSP105806,TXN205806,1070.64,106,duplicate_charge,food_delivery,720,0.0,0,0,0,0,0,0,0,0.36,1.0,-0.12,0,0,0,1,0,1,0.167,0.105,0
DSP105807,TXN205807,1213.75,8,credit_not_processed,electronics,478,0.0,0,1,1,0,0,0,1,0.239,1.0,0.35,0,0,0,0,0,1,0.333,0.1387,0
DSP105808,TXN205808,844.42,85,fraud,subscription,88,0.0,0,1,0,0,1,0,0,0.044,2.0,-0.52,1,0,0,0,0,0,0.25,0.0957,0
DSP105809,TXN205809,3823.55,86,duplicate_charge,retail,1276,0.0,0,1,0,0,0,1,0,0.638,1.0,0.9,1,1,1,0,0,0,0.417,0.8407,1
DSP105810,TXN205810,316.29,25,not_as_described,retail,124,1.0,1,1,0,0,0,0,0,0.062,0.0,0.54,1,0,0,0,1,1,0.417,0.0892,0
